DISPLAY_NAME,TYPE,work_count
Helmholtz Institute for Pharmaceutical Research Saarland,government,1047
Fraunhofer Institute for Applied Polymer Research,facility,1046
Bavarian Center for Applied Energy Research,nonprofit,1045
Deutsches Biomasseforschungszentrum,nonprofit,1041
Intel (Germany),company,1041
Hochschule Fresenius,education,1041
Universitäts-HNO-Klinik Heidelberg,healthcare,1036
Institute for Prevention and Occupational Medicine,facility,1035
Technische Hochschule Ingolstadt,education,1030
Hochschule Hannover,education,1030
Krankenhaus Bethanien,healthcare,1028
Staatliches Museum für Naturkunde Stuttgart,archive,1026
European School of Management and Technology,education,1020
Senckenberg am Meer,facility,1019
Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences,education,1014
"Universitätsklinik für Hals-, Nasen- und Ohrenheilkunde",healthcare,1014
Deggendorf Institute of Technology,education,1011
Heidelberg University of Education,education,1006
Diakonissenkrankenhaus,healthcare,1006
Klinikum Lüneburg,healthcare,1005
Klinik und Poliklinik für Kinder- und Jugendpsychiatrie,healthcare,1005
Augenklinik Heidelberg,healthcare,998
"Wuppertal Institute for Climate, Environment and Energy",facility,998
Bavarian State Research Center for Agriculture,government,995
Bergmann und Partner Rechtsanwälte,other,992
Universitätsklinik für Strahlentherapie,healthcare,988
Institut für Sonnenphysik,facility,987
Center for Experimental and Clinical Infection Research,facility,986
Helios Klinikum Emil von Behring,healthcare,986
Euroimmun Medizinische Labordiagnostika (Germany),company,985
Ostwestfalen-Lippe University of Applied Sciences and Arts,education,984
BG Klinikum Duisburg,healthcare,981
Center for HIV and Hepatogastroenterology,healthcare,976
Comprehensive Cancer Center Mainfranken,healthcare,974
Kinderkrankenhaus auf der Bult,healthcare,974
St. Josef Krankenhaus,healthcare,973
Fresenius Medical Care (Germany),company,971
Zentrum für Sonnenenergie- und Wasserstoff-Forschung Baden-Württemberg,nonprofit,971
Institut für Hygiene und Umwelt,facility,970
St. Hedwig-Krankenhaus,healthcare,965
Leibniz Institute of Agricultural Development in Transition Economies,funder,962
Carl-Thiem-Klinikum Cottbus,healthcare,962
Cologne Institute for Economic Research,education,957
John von Neumann Institute for Computing,facility,957
Bavarian Academy of Sciences and Humanities,funder,954
Hochschule Mittweida,education,953
Nanoscale Microscopy and Molecular Physiology of the Brain Cluster of Excellence 171 — DFG Research Center 103,facility,953
OSRAM (Germany),company,953
Hamburg Institute of International Economics,other,952
Georg Speyer Haus,facility,947
Gesellschaft Fur Mathematik Und Datenverarbeitung,facility,945
Asklepios,healthcare,945
Max Planck Institute for Biology of Ageing,nonprofit,945
Ruhr West University of Applied Sciences,education,938
Bayerische Staatssammlung für Paläontologie und Geologie,archive,938
"Klinik und Poliklinik für Orthopädie, Physikalische Medizin und Rehabilitation",healthcare,933
South Westphalia University of Applied Sciences,education,932
"Deutsches Archäologisches Institut, Zentrale",facility,926
Klinikum Fürth,healthcare,924
International Medical Research (Germany),company,923
Asklepios Klinik Barmbek,healthcare,922
Botanic Garden and Botanical Museum Berlin,archive,921
Caritas-Krankenhaus Bad Mergentheim,healthcare,920
Klinikum Ernst von Bergmann,healthcare,918
LWL-Universitätsklinikum Bochum,healthcare,916
Sana Klinikum,healthcare,916
Ludwigshafen University of Business and Society,education,913
SLK-Kliniken Heilbronn,healthcare,908
Aschaffenburg University of Applied Sciences,education,903
Institut für Soziale Arbeit,nonprofit,903
Fraunhofer Institute for Microengineering and Microsystems,facility,903
Universitäres Kinderwunschzentrum Lübeck,healthcare,902
Städtisches Klinikum Dresden,healthcare,902
Fraunhofer Institute for Production Technology IPT,facility,901
Klinikum Region Hannover,healthcare,901
Brandenburg University of Applied Sciences,education,898
"HTWG Hochschule Konstanz - Technik, Wirtschaft und Gestaltung",education,898
Leibniz Institute of Vegetable and Ornamental Crops,facility,897
Institute for Sports Medicine,other,888
Institut für Zeitgeschichte München–Berlin,nonprofit,879
Städtisches Klinikum Dessau,healthcare,879
Federal Institute of Hydrology,government,878
St. Josefs Hospital,healthcare,876
BG Klinik Tübingen,healthcare,875
Leibniz Institute for Science and Mathematics Education,facility,872
München Klinik Harlaching,healthcare,871
Deutsch Amerikanisches Institut Saarland,education,869
Zittau/Görlitz University of Applied Sciences,education,867
Natural and Medical Sciences Institute,other,867
Marienkrankenhaus Hamburg,healthcare,866
Leibniz-Institut für Verbundwerkstoffe GmbH,nonprofit,866
Senckenberg Centre for Human Evolution and Palaeoenvironment,facility,863
Leibniz Institute for Applied Geophysics,funder,862
Schön Klinik Hamburg Eilbek,healthcare,858
Linde (Germany),company,858
FEV (Germany),company,856
DVGW-Forschungsstelle am Engler-Bunte-Institut des Karlsruher Instituts für Technologie,facility,856
Institut für Solarenergieforschung,nonprofit,855
OncoRay,healthcare,853
Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,government,853
Staats- und Universitätsbibliothek Bremen,archive,853
European Space Operations Centre,government,852
Stadtwerke Jülich (Germany),company,848
Hella (Germany),company,846
Klinikum Aschaffenburg,healthcare,835
GlobalFoundries (Germany),company,832
St. Marien Hospital,healthcare,832
Klinikum Lippe,healthcare,831
Mannheim Centre for European Social Research,education,830
Max Bergmann Zentrum für Biomaterialien,facility,830
Leibniz Institute of Atmospheric Physics at the Rostock University,facility,828
Eli Lilly (Germany),funder,828
Statistisches Bundesamt,government,826
Cluster of Excellence on Plant Sciences,funder,820
Hologic (Germany),company,820
BG Klinikum Bergmannstrost Halle,healthcare,819
German Breast group,nonprofit,818
Sozialstiftung Bamberg,healthcare,818
Munich School of Philosophy,education,814
Berufsgenossenschaftliche Unfallklinik Frankfurt am Main,healthcare,813
ift Rosenheim,facility,812
Planet,company,810
Klinik und Poliklinik für Hals-Nasen-Ohren-Heilkunde,healthcare,809
Knowledge Unlatched (Germany),company,808
Behörde für Gesundheit und Verbraucherschutz,government,808
Rohde & Schwarz (Germany),company,807
Fraunhofer Institute for Photonic Microsystems,facility,803
Fraunhofer Institute for Secure Information Technology,funder,803
Deutsche Bank (Germany),company,803
DoCoMo Communications Laboratories Europe GmbH,company,802
Stuttgart Media University,education,801
Technische Hochschule Augsburg,education,801
MTU Aero Engines (Germany),company,795
Coburg University of Applied Sciences,education,793
Leibniz-Centre General Linguistics,facility,792
Dermatopathologie Friedrichshafen,facility,792
Marienhospital Stuttgart,healthcare,791
Bernstein Center for Computational Neuroscience Freiburg,government,788
Beiersdorf (Germany),company,788
Caritas-Krankenhaus St. Josef,healthcare,788
Alice-Salomon-Hochschule Berlin,education,786
Heidelberger Institut für Radioonkologie,other,785
University of Applied Sciences Ravensburg-Weingarten,education,784
Anhalt University of Applied Sciences,education,782
Comprehensive Cancer Center Erlangen,healthcare,782
Medizinische Hochschule Brandenburg Theodor Fontane,education,781
Bernstein Center for Computational Neuroscience Göttingen,government,779
Klinikum Ludwigsburg,healthcare,779
Max Planck Institute for Social Law and Social Policy,facility,778
Westpfalz Klinikum,healthcare,778
European Organisation for the Exploitation of Meteorological Satellites,nonprofit,776
Bundeswehrzentralkrankenhaus Koblenz,healthcare,775
Senckenberg Natural History Collections Dresden,archive,775
Leibniz-Institut für Wissensmedien,facility,774
Städtisches Klinikum Solingen,healthcare,773
Fraunhofer Institute for Physical Measurement Techniques,facility,773
Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege,nonprofit,770
Schlosspark-Klinik,healthcare,766
Fraunhofer Institute for Algorithms and Scientific Computing,facility,766
Huawei Technologies (Germany),company,763
SRH Wald-Klinikum Gera,healthcare,763
TIE Kinetix (Germany),company,759
Fraunhofer Institute for Silicate Research,facility,757
Loewe Center for Synthetic Microbiology,education,756
Nanosystems Initiative Munich,facility,756
Berlin University of the Arts,education,756
Merseburg University of Applied Sciences,education,753
Rostocker Zentrum zur Erforschung des Demografischen Wandels,facility,751
Hamburger Fern-Hochschule,education,750
Max Planck Computing and Data Facility,facility,750
Leibniz Institute for the German Language,facility,748
Jade University of Applied Sciences,education,748
Lukaskrankenhaus,healthcare,747
Bremen Institute for Applied Beam Technology,facility,747
University of Applied Sciences Worms,education,745
Hochschule Geisenheim University,funder,744
Evangelisches Krankenhaus Düsseldorf,healthcare,743
Technical University of Applied Sciences Würzburg-Schweinfurt,education,740
Fraunhofer Institute for Process Engineering and Packaging,facility,740
Asklepios Klinik Sankt Augustin,healthcare,740
Northrop Grumman (Germany),company,738
Gesellschaft für Anlagen und Reaktorsicherheit,nonprofit,737
Research Institute of Automotive Engineering and Vehicle Engines Stuttgart,facility,735
Grünenthal Group (Germany),company,735
University of Applied Sciences Stralsund,education,734
Lantiq (Germany),funder,732
Blücher (Germany),company,732
Epigenomics (Germany),company,731
IBM (Germany),company,729
Center for Integrated Quantum Science and Technology,funder,725
Fraunhofer Institute for Nondestructive Testing,facility,724
Eberswalde University for Sustainable Development,education,723
Garmisch-Partenkirchen Medical Center,healthcare,723
Fraunhofer Institute for Electronic Nano Systems,facility,721
FIZ Karlsruhe – Leibniz Institute for Information Infrastructure,nonprofit,721
Bavarian Polymer Institute,facility,719
Landeskriminalamt Niedersachsen,government,719
Aixtron (Germany),company,718
Hahn-Schickard-Gesellschaft für angewandte Forschung,nonprofit,717
University of Applied Sciences Emden Leer,education,716
Dermatologikum Hamburg,healthcare,716
Universitäts Hautklinik Kiel,healthcare,715
Starnberg Hospital,healthcare,714
Forschungsverbund Berlin,funder,713
Klinik und Poliklinik für Augenheilkunde Universitätsklinikum Regensburg,healthcare,713
Institute for Environment and Human Security,funder,711
Pius Hospital Oldenburg,healthcare,705
Institute for Quality and Efficiency in Health Care,facility,705
Berlin Brandenburg Institute of Advanced Biodiversity Research,other,702
Friedrich Baur Stiftung,other,700
German Center for Pediatric and Adolescent Rheumatology,healthcare,700
Fortiss,nonprofit,699
University of Applied Sciences Kaiserslautern,education,694
Federal Highway and Transport Research Institute,funder,694
Immungenetics (Germany),company,693
Fresenius (Germany),company,692
Institut für Solartechnologien (Germany),company,690
St.-Johannes-Hospital Dortmund,healthcare,689
Mercedes-Benz (Germany),company,689
Malteser-Krankenhaus,healthcare,686
Elisabeth-Krankenhaus Essen,healthcare,684
German Climate Computing Centre,funder,683
Bucerius Law School,education,682
Honda (Germany),company,682
Vodafone (Germany),company,682
Fraunhofer Project Centre Wolfsburg,facility,681
Fraunhofer Institute for Structural Durability and System Reliability,facility,680
German Cancer Society,nonprofit,679
United Nations University,other,676
HNO Bad Bramstedt,healthcare,675
Bochum University of Applied Sciences,education,672
ZF Friedrichshafen (Germany),company,672
Lungenklinik Köln-Merheim,healthcare,668
Senckenberg Society for Nature Research,nonprofit,667
Fahrenheit (Germany),company,666
Institut für Angewandte Statistik,facility,662
Rhine-Waal University of Applied Sciences,education,662
Helios Hospital Schwerin,healthcare,662
Klinikum Brandenburg,healthcare,661
St. Elisabeth-Hospital Bochum,healthcare,661
Agaplesion Diakonieklinikum Rotenburg,healthcare,660
Universitäts-Kinderklinik Würzburg,healthcare,659
Itasca Consultants (Germany),company,656
Helmholtz-Institute Münster,government,653
Deutsche Bahn (Germany),funder,653
Fraunhofer Institute for Factory Operation and Automation,facility,652
Steinbeis University Berlin,education,652
Deutsche Rentenversicherung Bund,funder,651
Nordhausen University of Applied Sciences,education,651
Marienhaus Klinikum Hetzelstift Neustadt,healthcare,651
Augusta-Kranken-Anstalt,healthcare,651
Berufsgenossenschaftliche Unfallklinik Ludwigshafen,healthcare,650
Miltenyi Biotec (Germany),funder,649
German Orient Foundation,nonprofit,645
Hochschule Bremerhaven,education,644
Institute of Computer Vision and Applied Computer Sciences,facility,643
